,surface,tourney_level,second_id,second_hand,second_ht,second_age,first_id,first_hand,first_ht,first_age,best_of,round,second_rank,second_rank_points,first_rank,first_rank_points,tourney_year,label
187589,1.0,4.0,105223.0,1.0,198.0,24.5,105238.0,1.0,180.0,24.4,3.0,6.0,7.0,4750.0,22.0,1635.0,2013.0,0.0
126098,1.0,4.0,106426.0,1.0,185.0,24.9,106421.0,1.0,198.0,25.2,3.0,5.0,25.0,2215.0,3.0,9700.0,2021.0,0.0
76537,3.0,3.0,104792.0,1.0,193.0,30.3,104745.0,0.0,185.0,30.6,5.0,5.0,6.0,3625.0,9.0,3195.0,2017.0,1.0
117733,1.0,3.0,104745.0,0.0,185.0,27.9,104918.0,1.0,190.0,27.0,5.0,9.0,1.0,12500.0,8.0,4120.0,2014.0,0.0
134706,3.0,4.0,104527.0,1.0,183.0,35.6,126094.0,1.0,188.0,23.0,3.0,5.0,20.0,2230.0,8.0,3839.0,2020.0,0.0
40716,2.0,3.0,105138.0,1.0,183.0,33.2,133430.0,0.0,185.0,22.2,5.0,5.0,10.0,3125.0,12.0,2915.0,2021.0,1.0
84469,2.0,3.0,104918.0,1.0,190.0,26.1,103990.0,1.0,180.0,31.1,5.0,6.0,2.0,8560.0,29.0,1355.0,2013.0,0.0
88521,3.0,0.0,105683.0,1.0,196.0,24.0,103819.0,1.0,185.0,33.4,3.0,2.0,8.0,4440.0,2.0,9625.0,2015.0,1.0
180311,3.0,4.0,104925.0,1.0,188.0,34.4,106421.0,1.0,198.0,25.7,3.0,2.0,1.0,10340.0,2.0,9540.0,2021.0,0.0
10311,3.0,0.0,126094.0,1.0,188.0,25.0,106043.0,1.0,170.0,30.1,3.0,6.0,8.0,3685.0,21.0,1825.0,2022.0,0.0
14946,3.0,4.0,103970.0,1.0,175.0,32.5,104918.0,1.0,190.0,27.3,3.0,5.0,5.0,4495.0,11.0,3545.0,2014.0,0.0
116735,3.0,4.0,104597.0,1.0,183.0,27.9,105777.0,1.0,188.0,22.2,3.0,7.0,15.0,2100.0,29.0,1305.0,2013.0,1.0
181535,1.0,4.0,105138.0,1.0,183.0,28.0,104871.0,1.0,188.0,29.2,3.0,6.0,17.0,2015.0,32.0,1220.0,2016.0,1.0
118241,1.0,4.0,105138.0,1.0,183.0,30.0,105676.0,1.0,180.0,27.3,3.0,5.0,16.0,2175.0,10.0,3110.0,2018.0,1.0
19584,3.0,1.0,106058.0,1.0,185.0,23.7,105227.0,1.0,198.0,27.7,5.0,8.0,26.0,1495.0,12.0,2695.0,2016.0,0.0
140674,3.0,4.0,111202.0,1.0,188.0,21.8,104545.0,1.0,206.0,32.8,3.0,3.0,23.0,1727.0,17.0,2170.0,2018.0,1.0
196603,3.0,0.0,105583.0,1.0,180.0,30.5,105683.0,1.0,196.0,30.0,3.0,8.0,26.0,1785.0,15.0,2580.0,2021.0,1.0
147851,3.0,4.0,104925.0,1.0,188.0,26.2,104755.0,1.0,185.0,27.1,3.0,3.0,1.0,12040.0,9.0,3045.0,2013.0,0.0
165725,3.0,0.0,106233.0,1.0,185.0,23.0,104468.0,1.0,183.0,31.7,3.0,9.0,10.0,3295.0,28.0,1420.0,2016.0,0.0
31432,1.0,4.0,104527.0,1.0,183.0,29.0,104597.0,1.0,183.0,28.6,3.0,5.0,3.0,5760.0,20.0,1750.0,2014.0,0.0
24802,3.0,3.0,104925.0,1.0,188.0,34.2,106421.0,1.0,198.0,25.5,5.0,2.0,1.0,11113.0,2.0,9980.0,2021.0,1.0
56802,1.0,0.0,105138.0,1.0,183.0,31.0,105550.0,0.0,185.0,28.9,3.0,3.0,21.0,1635.0,26.0,1445.0,2019.0,0.0
128996,3.0,0.0,104607.0,1.0,196.0,27.4,103819.0,1.0,185.0,31.5,3.0,9.0,6.0,4545.0,2.0,9855.0,2013.0,0.0
181020,3.0,0.0,111815.0,0.0,188.0,26.4,111575.0,1.0,198.0,25.7,3.0,5.0,13.0,2865.0,28.0,1748.0,2022.0,0.0
92317,3.0,4.0,111575.0,1.0,198.0,22.4,100644.0,1.0,198.0,21.5,3.0,3.0,18.0,1845.0,5.0,5115.0,2018.0,0.0
130916,3.0,4.0,105227.0,1.0,198.0,26.8,106071.0,1.0,193.0,22.8,3.0,6.0,8.0,3585.0,26.0,1410.0,2015.0,1.0
67648,1.0,3.0,104925.0,1.0,188.0,26.0,103163.0,1.0,188.0,35.1,5.0,3.0,1.0,12310.0,14.0,2340.0,2013.0,0.0
170335,2.0,3.0,133430.0,0.0,185.0,22.2,104925.0,1.0,188.0,34.1,5.0,9.0,12.0,2915.0,1.0,12113.0,2021.0,1.0
187507,3.0,4.0,104925.0,1.0,188.0,26.8,103990.0,1.0,180.0,31.8,3.0,5.0,2.0,10900.0,17.0,2050.0,2014.0,0.0
26838,3.0,4.0,105676.0,1.0,180.0,27.6,105683.0,1.0,196.0,27.6,3.0,7.0,11.0,3120.0,29.0,1360.0,2018.0,1.0
33071,3.0,0.0,104542.0,1.0,188.0,31.8,100644.0,1.0,198.0,19.8,3.0,9.0,14.0,2685.0,21.0,1735.0,2017.0,1.0
115259,1.0,0.0,100644.0,1.0,198.0,21.0,111202.0,1.0,188.0,21.9,3.0,9.0,3.0,5195.0,22.0,1817.0,2018.0,0.0
109764,3.0,3.0,105227.0,1.0,198.0,25.9,105453.0,1.0,178.0,24.6,5.0,2.0,16.0,1845.0,11.0,2680.0,2014.0,0.0
14645,3.0,0.0,106043.0,1.0,170.0,29.1,206173.0,1.0,188.0,20.1,3.0,2.0,13.0,2970.0,16.0,2895.0,2021.0,1.0
198915,3.0,0.0,104755.0,1.0,185.0,30.2,105023.0,1.0,198.0,28.9,3.0,6.0,17.0,2030.0,29.0,1400.0,2016.0,0.0
183603,1.0,4.0,106043.0,1.0,170.0,25.7,104745.0,0.0,185.0,31.9,3.0,5.0,16.0,2085.0,1.0,8770.0,2018.0,1.0
153343,3.0,3.0,105227.0,1.0,198.0,25.9,104607.0,1.0,196.0,28.9,5.0,3.0,16.0,1845.0,7.0,4060.0,2014.0,0.0
48182,1.0,4.0,106378.0,1.0,188.0,24.2,106043.0,1.0,170.0,26.6,3.0,7.0,23.0,1575.0,24.0,1485.0,2019.0,1.0
81210,3.0,0.0,200282.0,1.0,183.0,20.0,100644.0,1.0,198.0,21.8,3.0,3.0,26.0,1443.0,3.0,6475.0,2019.0,1.0
167511,3.0,0.0,126610.0,1.0,196.0,24.8,104792.0,1.0,193.0,34.4,3.0,8.0,10.0,3120.0,11.0,2860.0,2021.0,0.0
44570,1.0,4.0,105138.0,1.0,183.0,29.0,103333.0,1.0,208.0,38.1,3.0,7.0,21.0,2145.0,22.0,1830.0,2017.0,1.0
79698,3.0,0.0,100644.0,1.0,198.0,21.4,104731.0,1.0,203.0,32.3,3.0,8.0,5.0,4890.0,9.0,3595.0,2018.0,0.0
32009,3.0,3.0,104792.0,1.0,193.0,27.3,104745.0,0.0,185.0,27.6,5.0,6.0,32.0,1245.0,1.0,13130.0,2014.0,1.0
182665,3.0,0.0,106058.0,1.0,185.0,23.0,104545.0,1.0,206.0,30.4,3.0,5.0,29.0,1360.0,14.0,2325.0,2015.0,0.0
178880,2.0,0.0,105227.0,1.0,198.0,28.7,104180.0,0.0,193.0,34.1,3.0,9.0,7.0,4025.0,26.0,1585.0,2017.0,0.0
189418,3.0,3.0,104926.0,1.0,178.0,28.2,104745.0,0.0,185.0,29.2,5.0,6.0,32.0,1165.0,8.0,3680.0,2015.0,0.0
125400,3.0,0.0,105138.0,1.0,183.0,29.7,105223.0,1.0,198.0,29.2,3.0,2.0,21.0,1855.0,12.0,2595.0,2018.0,0.0
163096,3.0,0.0,105453.0,1.0,178.0,25.1,104731.0,1.0,203.0,28.7,3.0,2.0,5.0,5205.0,15.0,2125.0,2015.0,0.0
134983,1.0,4.0,104468.0,1.0,183.0,28.3,104871.0,1.0,188.0,26.2,3.0,6.0,17.0,1940.0,29.0,1266.0,2013.0,0.0
98226,3.0,3.0,105676.0,1.0,180.0,26.7,104792.0,1.0,193.0,30.9,5.0,6.0,14.0,2525.0,22.0,1915.0,2017.0,0.0
138855,3.0,0.0,104925.0,1.0,188.0,32.6,133430.0,0.0,185.0,20.7,3.0,3.0,2.0,9055.0,14.0,2050.0,2020.0,0.0
8048,3.0,4.0,106432.0,1.0,188.0,21.8,103819.0,1.0,185.0,37.1,3.0,9.0,19.0,1815.0,2.0,6900.0,2018.0,0.0
93564,2.0,3.0,103819.0,1.0,185.0,35.9,105683.0,1.0,196.0,26.5,5.0,3.0,5.0,5265.0,7.0,4150.0,2017.0,0.0
140089,1.0,4.0,105227.0,1.0,198.0,26.5,104925.0,1.0,188.0,27.8,3.0,3.0,10.0,3360.0,1.0,13205.0,2015.0,1.0
16874,1.0,0.0,133430.0,0.0,185.0,22.0,134770.0,1.0,183.0,22.4,3.0,2.0,15.0,2675.0,21.0,2485.0,2021.0,1.0
95088,3.0,0.0,126205.0,1.0,185.0,25.3,126094.0,1.0,188.0,24.9,3.0,3.0,30.0,1375.0,9.0,3480.0,2022.0,1.0
26421,3.0,2.0,103819.0,1.0,185.0,32.2,104755.0,1.0,185.0,27.3,3.0,8.0,7.0,3805.0,9.0,3300.0,2013.0,0.0
130542,3.0,4.0,200000.0,1.0,193.0,21.0,126774.0,1.0,193.0,23.0,3.0,3.0,17.0,2693.0,3.0,8350.0,2021.0,1.0
204456,2.0,0.0,134770.0,1.0,183.0,22.4,106421.0,1.0,198.0,25.3,3.0,3.0,14.0,2690.0,2.0,10053.0,2021.0,1.0
7135,3.0,3.0,104925.0,1.0,188.0,32.6,106233.0,1.0,185.0,26.3,5.0,2.0,2.0,9720.0,5.0,5890.0,2020.0,0.0
41493,3.0,0.0,104259.0,1.0,178.0,29.2,103970.0,1.0,175.0,30.7,3.0,2.0,19.0,1770.0,5.0,6505.0,2013.0,1.0
172178,3.0,0.0,105138.0,1.0,183.0,34.4,106421.0,1.0,198.0,26.6,3.0,3.0,21.0,1760.0,4.0,5065.0,2022.0,1.0
37640,3.0,0.0,106378.0,1.0,188.0,23.7,106043.0,1.0,170.0,26.1,3.0,6.0,14.0,2330.0,17.0,1880.0,2018.0,0.0
76445,2.0,3.0,103990.0,1.0,180.0,32.1,105668.0,1.0,203.0,23.6,5.0,6.0,22.0,1630.0,25.0,1510.0,2014.0,0.0
88112,3.0,4.0,104545.0,1.0,206.0,29.8,104925.0,1.0,188.0,27.7,3.0,5.0,20.0,1720.0,1.0,13205.0,2015.0,1.0
153970,1.0,4.0,104527.0,1.0,183.0,28.1,104607.0,1.0,196.0,27.6,3.0,9.0,15.0,2165.0,6.0,4760.0,2013.0,0.0
87153,3.0,0.0,105208.0,1.0,190.0,25.3,104745.0,0.0,185.0,27.5,3.0,3.0,24.0,1393.0,1.0,13030.0,2013.0,1.0
44462,2.0,0.0,100644.0,1.0,198.0,20.1,105138.0,1.0,183.0,29.1,3.0,3.0,12.0,2860.0,19.0,2110.0,2017.0,0.0
181092,3.0,3.0,100644.0,1.0,198.0,23.3,105807.0,1.0,188.0,29.1,5.0,9.0,7.0,3630.0,27.0,1500.0,2020.0,0.0
193091,3.0,4.0,105683.0,1.0,196.0,28.6,106298.0,1.0,185.0,25.4,3.0,7.0,19.0,1810.0,30.0,1340.0,2019.0,0.0
104888,1.0,3.0,105227.0,1.0,198.0,29.6,105223.0,1.0,198.0,29.6,5.0,3.0,4.0,4950.0,6.0,4450.0,2018.0,1.0
186199,3.0,0.0,105554.0,1.0,175.0,30.7,103819.0,1.0,185.0,39.5,3.0,5.0,28.0,1794.0,6.0,6630.0,2021.0,1.0
14545,3.0,4.0,103970.0,1.0,175.0,30.9,104918.0,1.0,190.0,25.8,3.0,2.0,5.0,6630.0,3.0,8350.0,2013.0,1.0
183376,3.0,0.0,104925.0,1.0,188.0,31.3,104731.0,1.0,203.0,32.3,3.0,8.0,3.0,6445.0,9.0,3595.0,2018.0,1.0
48631,3.0,0.0,126203.0,1.0,193.0,24.1,200000.0,1.0,193.0,21.4,3.0,8.0,23.0,2050.0,11.0,3308.0,2022.0,0.0
14705,3.0,4.0,106401.0,1.0,193.0,22.2,100644.0,1.0,198.0,20.2,3.0,5.0,24.0,1680.0,8.0,3560.0,2017.0,1.0
166212,3.0,4.0,104925.0,1.0,188.0,27.8,104918.0,1.0,190.0,27.8,3.0,2.0,1.0,13205.0,4.0,5695.0,2015.0,0.0
136715,3.0,0.0,105676.0,1.0,180.0,24.8,103819.0,1.0,185.0,34.2,3.0,3.0,17.0,1715.0,3.0,7930.0,2015.0,1.0
75267,3.0,3.0,106421.0,1.0,198.0,24.9,104925.0,1.0,188.0,33.7,5.0,2.0,4.0,8715.0,1.0,12030.0,2021.0,1.0
101218,3.0,4.0,126203.0,1.0,193.0,24.3,104745.0,0.0,185.0,35.7,3.0,2.0,20.0,2010.0,4.0,6515.0,2022.0,0.0
155306,3.0,2.0,106421.0,1.0,198.0,26.7,104925.0,1.0,188.0,35.4,3.0,8.0,5.0,4065.0,8.0,3320.0,2022.0,1.0
41930,3.0,0.0,104925.0,1.0,188.0,28.6,104745.0,0.0,185.0,29.5,3.0,2.0,1.0,16585.0,5.0,5230.0,2016.0,0.0
59572,3.0,1.0,104545.0,1.0,206.0,29.8,104918.0,1.0,190.0,27.7,5.0,8.0,20.0,1720.0,5.0,5370.0,2015.0,1.0
40451,3.0,4.0,105683.0,1.0,196.0,24.1,104745.0,0.0,185.0,28.7,3.0,3.0,6.0,4980.0,3.0,5675.0,2015.0,0.0
29304,3.0,2.0,104925.0,1.0,188.0,32.4,126610.0,1.0,196.0,23.5,3.0,8.0,2.0,8945.0,8.0,2670.0,2019.0,0.0
76431,1.0,4.0,104926.0,1.0,178.0,27.9,104607.0,1.0,196.0,29.6,3.0,5.0,31.0,1215.0,5.0,5140.0,2015.0,1.0
128891,3.0,1.0,105227.0,1.0,198.0,27.9,106298.0,1.0,185.0,22.5,5.0,8.0,11.0,2885.0,18.0,1831.0,2016.0,0.0
90385,1.0,4.0,126610.0,1.0,196.0,25.0,106426.0,1.0,185.0,24.9,3.0,3.0,10.0,3493.0,25.0,2215.0,2021.0,0.0
96758,3.0,4.0,106233.0,1.0,185.0,23.5,104999.0,0.0,190.0,29.5,3.0,6.0,9.0,3375.0,32.0,1216.0,2017.0,0.0
166812,3.0,0.0,105683.0,1.0,196.0,26.1,106058.0,1.0,185.0,24.4,3.0,2.0,4.0,4930.0,21.0,1855.0,2017.0,1.0
50790,3.0,0.0,126094.0,1.0,188.0,22.9,106432.0,1.0,188.0,23.9,3.0,2.0,10.0,2974.0,27.0,1670.0,2020.0,0.0
22508,3.0,4.0,103898.0,1.0,185.0,32.7,105777.0,1.0,188.0,23.3,3.0,6.0,30.0,1205.0,10.0,3710.0,2014.0,0.0
167251,2.0,0.0,105807.0,1.0,188.0,29.9,106421.0,1.0,198.0,25.3,3.0,9.0,13.0,2905.0,2.0,10053.0,2021.0,1.0
34264,3.0,4.0,104755.0,1.0,185.0,30.3,105777.0,1.0,188.0,25.4,3.0,7.0,17.0,2030.0,18.0,1990.0,2016.0,1.0
15357,2.0,0.0,111575.0,1.0,198.0,26.0,200000.0,1.0,193.0,21.8,3.0,3.0,23.0,1755.0,9.0,3955.0,2022.0,1.0
15536,1.0,0.0,105777.0,1.0,188.0,26.9,105807.0,1.0,188.0,26.7,3.0,3.0,5.0,4950.0,11.0,2305.0,2018.0,1.0
91948,3.0,4.0,111575.0,1.0,198.0,23.2,106298.0,1.0,185.0,25.4,3.0,5.0,9.0,2890.0,31.0,1340.0,2019.0,1.0
144046,3.0,4.0,126774.0,1.0,193.0,19.9,104731.0,1.0,203.0,32.2,3.0,9.0,27.0,1534.0,6.0,4355.0,2018.0,0.0
171695,3.0,4.0,126774.0,1.0,193.0,23.0,100644.0,1.0,198.0,24.3,3.0,9.0,3.0,8350.0,5.0,7263.0,2021.0,1.0
162,3.0,4.0,104925.0,1.0,188.0,28.4,104918.0,1.0,190.0,28.4,3.0,2.0,1.0,15785.0,3.0,8070.0,2015.0,0.0
130337,3.0,4.0,206173.0,1.0,188.0,19.5,105138.0,1.0,183.0,32.9,3.0,9.0,31.0,1789.0,12.0,2910.0,2021.0,0.0
30935,1.0,4.0,126203.0,1.0,193.0,23.5,105554.0,1.0,175.0,30.9,3.0,7.0,31.0,1830.0,26.0,2185.0,2021.0,0.0
75005,3.0,4.0,105676.0,1.0,180.0,25.9,105227.0,1.0,198.0,28.0,3.0,5.0,12.0,2780.0,10.0,3100.0,2016.0,1.0
25553,3.0,0.0,103819.0,1.0,185.0,33.4,105777.0,1.0,188.0,23.6,3.0,9.0,2.0,9625.0,11.0,3645.0,2015.0,0.0
156377,3.0,0.0,208029.0,1.0,185.0,19.4,200000.0,1.0,193.0,22.2,3.0,2.0,25.0,1703.0,9.0,3315.0,2022.0,1.0
53253,3.0,0.0,104542.0,1.0,188.0,31.8,104607.0,1.0,196.0,31.4,3.0,9.0,14.0,2730.0,13.0,2790.0,2017.0,0.0
14387,3.0,4.0,104542.0,1.0,188.0,28.9,104918.0,1.0,190.0,26.8,3.0,5.0,11.0,2615.0,6.0,4795.0,2014.0,1.0
33448,3.0,0.0,104731.0,1.0,203.0,27.1,105223.0,1.0,198.0,24.8,3.0,3.0,21.0,1740.0,7.0,4500.0,2013.0,1.0
108315,3.0,3.0,103819.0,1.0,185.0,34.0,104259.0,1.0,178.0,31.8,5.0,6.0,2.0,9065.0,29.0,1230.0,2015.0,0.0
26671,3.0,4.0,104545.0,1.0,206.0,34.4,104925.0,1.0,188.0,32.3,3.0,5.0,17.0,1895.0,1.0,10365.0,2019.0,1.0
22143,3.0,3.0,104918.0,1.0,190.0,25.6,104925.0,1.0,188.0,25.6,5.0,2.0,3.0,8000.0,1.0,12920.0,2013.0,1.0
10125,2.0,0.0,104607.0,1.0,196.0,29.7,103333.0,1.0,208.0,36.2,3.0,3.0,6.0,5050.0,27.0,1250.0,2015.0,1.0
185067,3.0,4.0,106043.0,1.0,170.0,25.9,105227.0,1.0,198.0,29.8,3.0,5.0,12.0,2470.0,7.0,3905.0,2018.0,1.0
173713,3.0,4.0,103163.0,1.0,188.0,35.5,105023.0,1.0,198.0,26.0,3.0,7.0,12.0,2355.0,31.0,1265.0,2013.0,0.0
47968,3.0,3.0,111575.0,1.0,198.0,22.6,105138.0,1.0,183.0,30.7,5.0,6.0,11.0,2835.0,24.0,1605.0,2019.0,1.0
126031,3.0,3.0,106401.0,1.0,193.0,27.3,111575.0,1.0,198.0,26.2,5.0,3.0,25.0,1430.0,31.0,1315.0,2022.0,1.0
69073,3.0,0.0,105777.0,1.0,188.0,29.4,105683.0,1.0,196.0,29.8,3.0,3.0,20.0,2145.0,19.0,2220.0,2020.0,0.0
21662,3.0,1.0,105227.0,1.0,198.0,33.1,206173.0,1.0,188.0,20.2,3.0,8.0,30.0,1710.0,10.0,3350.0,2021.0,1.0
2794,1.0,0.0,105807.0,1.0,188.0,25.5,105077.0,0.0,188.0,29.0,3.0,3.0,25.0,1450.0,26.0,1400.0,2017.0,0.0
61992,3.0,0.0,104269.0,0.0,188.0,35.2,103819.0,1.0,185.0,37.5,3.0,5.0,32.0,1200.0,7.0,4100.0,2019.0,1.0
36790,3.0,4.0,103819.0,1.0,185.0,37.1,106421.0,1.0,198.0,22.6,3.0,6.0,2.0,6900.0,22.0,1762.0,2018.0,0.0
184899,3.0,3.0,126094.0,1.0,188.0,22.2,105676.0,1.0,180.0,29.1,5.0,6.0,16.0,2004.0,11.0,2555.0,2020.0,0.0
89662,3.0,3.0,104745.0,0.0,185.0,27.6,103819.0,1.0,185.0,32.4,5.0,9.0,1.0,13130.0,6.0,4355.0,2014.0,0.0
16314,1.0,3.0,103970.0,1.0,175.0,31.1,104745.0,0.0,185.0,26.9,5.0,2.0,5.0,6740.0,4.0,6895.0,2013.0,1.0
170039,3.0,0.0,200000.0,1.0,193.0,19.5,104792.0,1.0,193.0,33.4,3.0,2.0,21.0,1666.0,9.0,2860.0,2020.0,1.0
16320,3.0,0.0,105777.0,1.0,188.0,25.6,106233.0,1.0,185.0,23.3,3.0,3.0,17.0,2035.0,8.0,3415.0,2017.0,0.0
23693,3.0,4.0,104926.0,1.0,178.0,30.3,106298.0,1.0,185.0,23.6,3.0,6.0,28.0,1650.0,24.0,1825.0,2017.0,0.0
195260,3.0,0.0,133430.0,0.0,185.0,21.8,104925.0,1.0,188.0,33.7,3.0,8.0,12.0,2830.0,1.0,12030.0,2021.0,1.0
181266,1.0,4.0,106233.0,1.0,185.0,22.6,105238.0,1.0,180.0,27.5,3.0,7.0,15.0,2340.0,28.0,1330.0,2016.0,0.0
151396,3.0,0.0,105668.0,1.0,203.0,23.2,103163.0,1.0,188.0,35.8,3.0,5.0,20.0,1705.0,12.0,2495.0,2014.0,0.0
36756,1.0,4.0,104926.0,1.0,178.0,31.9,106233.0,1.0,185.0,25.6,3.0,5.0,12.0,2840.0,5.0,5085.0,2019.0,1.0
143929,3.0,0.0,106043.0,1.0,170.0,27.3,106233.0,1.0,185.0,26.3,3.0,8.0,13.0,2125.0,4.0,5825.0,2020.0,1.0
17218,3.0,4.0,106065.0,1.0,185.0,25.8,105173.0,0.0,183.0,30.1,3.0,7.0,22.0,1730.0,28.0,1410.0,2018.0,1.0
99528,3.0,0.0,126094.0,1.0,188.0,23.0,106233.0,1.0,185.0,27.1,3.0,3.0,8.0,3429.0,3.0,9125.0,2020.0,0.0
74726,2.0,3.0,126203.0,1.0,193.0,24.6,104745.0,0.0,185.0,36.0,5.0,3.0,14.0,3045.0,4.0,6525.0,2022.0,1.0
16622,3.0,4.0,106233.0,1.0,185.0,25.4,103819.0,1.0,185.0,37.5,3.0,2.0,8.0,3800.0,4.0,4600.0,2019.0,0.0
11754,3.0,0.0,106043.0,1.0,170.0,27.3,106421.0,1.0,198.0,23.9,3.0,3.0,13.0,2125.0,5.0,5705.0,2020.0,1.0
168140,2.0,0.0,105777.0,1.0,188.0,27.0,106000.0,1.0,172.0,26.0,3.0,6.0,5.0,4870.0,29.0,1495.0,2018.0,0.0
148420,3.0,0.0,105332.0,1.0,196.0,26.6,104527.0,1.0,183.0,30.7,3.0,9.0,19.0,1633.0,4.0,6865.0,2016.0,1.0
58732,1.0,3.0,104926.0,1.0,178.0,26.0,104745.0,0.0,185.0,26.9,5.0,6.0,29.0,1345.0,4.0,6895.0,2013.0,1.0
147033,3.0,2.0,104745.0,0.0,185.0,29.4,104925.0,1.0,188.0,28.4,3.0,9.0,5.0,4630.0,1.0,15285.0,2015.0,1.0
101139,3.0,3.0,104259.0,1.0,178.0,31.8,103819.0,1.0,185.0,34.0,5.0,6.0,29.0,1230.0,2.0,9065.0,2015.0,1.0
39845,3.0,0.0,103819.0,1.0,185.0,36.1,106401.0,1.0,193.0,22.3,3.0,8.0,2.0,7505.0,20.0,2245.0,2017.0,0.0
114995,3.0,2.0,106233.0,1.0,185.0,27.2,104925.0,1.0,188.0,33.4,3.0,9.0,3.0,9125.0,1.0,11830.0,2020.0,0.0
68831,1.0,3.0,128034.0,1.0,196.0,25.2,134770.0,1.0,183.0,23.4,5.0,5.0,13.0,3095.0,8.0,3940.0,2022.0,1.0
190002,3.0,4.0,128034.0,1.0,196.0,25.1,207989.0,1.0,185.0,18.8,3.0,9.0,10.0,3513.0,16.0,2414.0,2022.0,1.0
34285,2.0,0.0,105138.0,1.0,183.0,34.1,106421.0,1.0,198.0,26.3,3.0,3.0,20.0,1858.0,1.0,7950.0,2022.0,1.0
60151,1.0,4.0,104731.0,1.0,203.0,26.9,104338.0,1.0,185.0,29.1,3.0,6.0,27.0,1295.0,19.0,1785.0,2013.0,0.0
173087,3.0,4.0,105238.0,1.0,180.0,25.3,104527.0,1.0,183.0,28.9,3.0,5.0,23.0,1555.0,3.0,5650.0,2014.0,0.0
45328,1.0,3.0,106298.0,1.0,185.0,23.2,105077.0,0.0,188.0,29.3,5.0,6.0,17.0,2320.0,20.0,2065.0,2017.0,1.0
65533,3.0,4.0,104925.0,1.0,188.0,26.4,104527.0,1.0,183.0,28.5,3.0,3.0,2.0,11120.0,8.0,3240.0,2013.0,0.0
79144,3.0,0.0,126207.0,1.0,188.0,24.5,122298.0,1.0,188.0,26.8,3.0,5.0,27.0,1416.0,26.0,1446.0,2022.0,0.0
186347,3.0,4.0,104925.0,1.0,188.0,29.4,105227.0,1.0,198.0,28.0,3.0,3.0,1.0,12900.0,10.0,3100.0,2016.0,1.0
177807,3.0,0.0,104925.0,1.0,188.0,31.6,105138.0,1.0,183.0,30.7,3.0,9.0,1.0,9045.0,24.0,1605.0,2018.0,1.0
189634,3.0,0.0,103333.0,1.0,208.0,35.6,103970.0,1.0,175.0,32.5,3.0,3.0,30.0,1265.0,5.0,4585.0,2014.0,1.0
35006,3.0,4.0,105227.0,1.0,198.0,29.8,106432.0,1.0,188.0,21.7,3.0,6.0,7.0,3905.0,20.0,1745.0,2018.0,0.0
58513,2.0,3.0,105683.0,1.0,196.0,23.4,105453.0,1.0,178.0,24.4,5.0,5.0,9.0,3245.0,12.0,2690.0,2014.0,0.0
192731,3.0,2.0,106043.0,1.0,170.0,28.2,100644.0,1.0,198.0,23.5,3.0,8.0,9.0,3455.0,7.0,5525.0,2020.0,1.0
184422,1.0,3.0,105077.0,0.0,188.0,29.3,106298.0,1.0,185.0,23.2,5.0,6.0,20.0,2065.0,17.0,2320.0,2017.0,0.0
45773,3.0,1.0,105453.0,1.0,178.0,25.1,105683.0,1.0,196.0,24.1,5.0,8.0,4.0,5415.0,6.0,4980.0,2015.0,0.0
141738,3.0,4.0,104792.0,1.0,193.0,29.5,105453.0,1.0,178.0,26.2,3.0,3.0,16.0,2130.0,6.0,4070.0,2016.0,1.0
14349,1.0,4.0,105676.0,1.0,180.0,25.4,104918.0,1.0,190.0,28.9,3.0,3.0,13.0,2570.0,3.0,7525.0,2016.0,1.0
99398,3.0,3.0,104731.0,1.0,203.0,27.6,104607.0,1.0,196.0,28.3,5.0,5.0,21.0,1580.0,7.0,4180.0,2014.0,1.0
79786,3.0,4.0,105683.0,1.0,196.0,24.7,104745.0,0.0,185.0,29.3,3.0,5.0,9.0,2770.0,7.0,4060.0,2015.0,1.0
110232,3.0,4.0,200282.0,1.0,183.0,20.6,104545.0,1.0,206.0,34.4,3.0,7.0,24.0,1520.0,17.0,1895.0,2019.0,1.0
154522,1.0,4.0,105227.0,1.0,198.0,25.5,105208.0,1.0,190.0,25.6,3.0,5.0,26.0,1330.0,20.0,1780.0,2014.0,1.0
204445,3.0,4.0,106378.0,1.0,188.0,23.5,106043.0,1.0,170.0,25.9,3.0,7.0,16.0,1950.0,12.0,2470.0,2018.0,1.0
146139,3.0,4.0,104269.0,0.0,188.0,33.3,104745.0,0.0,185.0,30.7,3.0,6.0,29.0,1325.0,6.0,4415.0,2017.0,1.0
38840,3.0,4.0,104925.0,1.0,188.0,31.4,111575.0,1.0,198.0,22.4,3.0,2.0,2.0,7445.0,18.0,1845.0,2018.0,1.0
27697,3.0,0.0,106233.0,1.0,185.0,25.0,105138.0,1.0,183.0,30.4,3.0,9.0,8.0,3665.0,26.0,1570.0,2018.0,0.0
108429,2.0,3.0,126610.0,1.0,196.0,23.2,103819.0,1.0,185.0,37.8,5.0,5.0,20.0,1665.0,3.0,6620.0,2019.0,1.0
174969,3.0,0.0,104198.0,1.0,188.0,32.3,104607.0,1.0,196.0,30.0,3.0,2.0,29.0,1280.0,5.0,5050.0,2015.0,1.0
58184,3.0,4.0,111575.0,1.0,198.0,22.7,104545.0,1.0,206.0,33.8,3.0,5.0,13.0,2675.0,9.0,3405.0,2019.0,0.0
